Name,Score,Genres,English name,Type,Month Aired,Season,Episodes,Duracion,Rating,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Maria-sama ga Miteru,7.34,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",Maria Watches Over Us,TV,Jan,Winter,13,24,PG,2170,53511,663,2234,22274,1941,2716
Boukyaku no Senritsu,6.34,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",The Melody of Oblivion,TV,Apr,Spring,24,23,PG,3975,16632,43,785,6788,751,1212
"Ima, Soko ni Iru Boku",7.66,"['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']","Now and Then, Here and There",TV,Oct,Fall,13,25,R,1309,108100,1018,4451,39741,3252,2434
Peace Maker Kurogane,7.33,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Peace Maker Kurogane,TV,Oct,Fall,24,24,R,2251,50151,307,2172,26653,2370,2148
Pita Ten,6.94,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",Pita-Ten,TV,Apr,Spring,26,24,G,3626,20422,104,743,11980,1103,1557
Power Stone,6.48,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",Power Stone,TV,Apr,Spring,26,20,PG,5874,6378,20,196,4024,223,447
Mononoke Hime,8.72,"['Action', 'Adventure', 'Fantasy']",Princess Mononoke,Movie,Jul,Summer,1,135,PG,91,876813,17114,11422,735624,3384,1386
RahXephon,7.42,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",RahXephon,TV,Jan,Winter,26,23,PG,1395,100343,949,4101,46207,4534,4203
Samurai 7,7.48,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",Samurai 7,TV,Jun,Summer,26,26,PG,1295,110124,744,4453,67372,4951,4474
Scrapped Princess,7.41,"['Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Shounen']",Scrapped Princess,TV,Apr,Spring,24,23,PG,1637,81917,433,3417,42524,3547,3269
s.CRY.ed,7.38,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",s-CRY-ed,TV,Jul,Summer,26,24,PG,1787,72311,673,2428,44099,2630,2840
Shingetsutan Tsukihime,6.91,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",Lunar Legend Tsukihime,TV,Oct,Fall,12,24,R,1086,135721,654,5080,77659,3687,4104
Slam Dunk,8.53,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",Slam Dunk,TV,Oct,Fall,101,23,PG,728,201203,5471,15530,108713,12179,7862
Strange Dawn,6.35,"['Adventure', 'Drama', 'Fantasy']",Strange Dawn,TV,Jul,Summer,13,23,PG,7014,4112,7,180,1487,168,205
Tactics,7.23,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",Tactics,TV,Oct,Fall,25,24,PG,2670,36569,184,2144,15626,2413,2272
Tenjou Tenge,6.93,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",Tenjho Tenge,TV,Apr,Spring,24,23,R,934,158482,647,7266,100783,6039,8559
Tokyo Underground,6.63,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",Tokyo Underground,TV,Apr,Spring,26,25,PG,3254,25243,41,1335,13386,1350,1740
Triangle Heart: Sweet Songs Forever,6.19,"['Adventure', 'Romance']",Triangle Heart: Sweet Songs Forever,OVA,Jul,Summer,4,28,PG,5991,6030,6,192,3163,144,193
Tsubasa Chronicle,7.55,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",Tsubasa RESERVoir CHRoNiCLE,TV,Apr,Spring,26,25,PG,759,195978,2284,9373,106909,11295,11986
Ultra Maniac,7.18,"['Comedy', 'Magic', 'Romance', 'School', 'Shoujo']",Ultramaniac - Magical Girl,TV,May,Spring,26,24,G,3103,27718,141,1221,15384,1352,1595
Ultra Maniac OVA,6.69,"['Comedy', 'Magic', 'Romance', 'School']",Ultra Maniac OVA,OVA,Aug,Summer,1,21,G,6509,4941,4,76,3304,77,70
Vandread,7.21,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Vandread,TV,Oct,Fall,13,22,PG,1771,73554,436,2047,53218,1823,2410
Vandread: The Second Stage,7.42,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Vandread: The Second Stage,TV,Oct,Fall,13,22,PG,2326,47649,117,807,40117,720,601
Tenkuu no Escaflowne,7.7,"['Adventure', 'Psychological', 'Romance', 'Fantasy', 'Mecha']",The Vision of Escaflowne,TV,Apr,Spring,26,24,PG,1157,127239,2086,4987,70674,5094,4211
Whistle!,7.39,"['School', 'Shounen', 'Sports']",Whistle!,TV,May,Spring,39,24,G,4545,12063,73,542,7300,498,603
Xenosaga The Animation,6.37,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",Xenosaga The Animation,TV,Jan,Winter,12,23,PG,3838,17824,46,637,9556,812,1200
Initial D First Stage,8.29,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",Initial D First Stage,TV,Apr,Spring,26,25,PG,638,229315,6949,14291,148516,7949,4915
Initial D Second Stage,8.12,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",Initial D Second Stage,TV,Oct,Fall,13,23,PG,1095,134642,691,3055,114742,1279,751
Initial D Third Stage,7.89,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Initial D Third Stage,Movie,Jan,Winter,1,105,PG,1270,113842,469,1340,98309,519,348
Love Hina,7.14,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",Love Hina,TV,Apr,Spring,24,23,PG,645,225891,1584,7492,154064,7241,11599
Love Hina Again,7.25,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",Love Hina Again,OVA,Jan,Winter,3,30,PG,1715,76962,95,771,66654,551,456
Love Hina Christmas Special: Silent Eve,7.34,"['Slice of Life', 'Comedy', 'Romance']",Love Hina Christmas Movie,Special,Dec,Winter,1,46,PG,2177,53291,49,353,47981,287,168
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"['Adventure', 'Comedy', 'Romance']",Love Hina Spring Movie,Special,Apr,Spring,1,46,PG,2307,48221,23,369,42726,290,182
Maburaho,6.8,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",Maburaho,TV,Oct,Fall,24,24,R,1583,85634,259,3675,58233,3065,4208
Macross Zero,7.55,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",Macross Zero,OVA,Dec,Winter,5,30,R,2809,33232,125,896,22070,670,438
Onegai☆Teacher,7.17,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",Please Teacher!,TV,Jan,Winter,12,23,PG,1008,147889,926,3832,109656,2687,4175
Onegai☆Twins,6.88,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",Please Twins,TV,Jul,Summer,12,25,PG,1699,77733,192,1717,60488,1470,2083
Rizelmine,6.55,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",Rizelmine,TV,Apr,Spring,24,15,R,3495,21968,51,959,12205,983,1638
Speed Grapher,7.35,"['Action', 'Mystery', 'Super Power']",Speed Grapher,TV,Apr,Spring,24,23,R,1458,95801,602,4968,41984,4881,4861
Sen to Chihiro no Kamikakushi,8.83,"['Adventure', 'Supernatural', 'Drama']",Spirited Away,Movie,Jul,Summer,1,125,PG,41,1245727,25610,14444,1124666,3124,1437
Tenshi na Konamaiki,7.48,"['Comedy', 'Magic', 'Romance', 'Shounen']",Cheeky Angel,TV,Apr,Spring,50,24,PG,3426,22832,133,1595,9671,1528,1553
Video Girl Ai,7.21,"['Comedy', 'Drama', 'Ecchi', 'Romance']",Video Girl Ai,OVA,Mar,Spring,6,29,R,3409,23075,107,627,13879,548,472
Wolf's Rain,7.82,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Wolf's Rain,TV,Jan,Winter,26,23,PG,528,271685,5716,12930,135944,14981,11858
Yumeria,6.11,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Super Power']",Yumeria,TV,Jan,Winter,12,24,PG,3283,24902,35,1108,15177,1002,1630
Samurai Champloo,8.5,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Samurai Champloo,TV,May,Spring,26,24,R,86,892196,29414,59611,551621,45449,19921
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"['Action', 'Adventure', 'Drama', 'Magic', 'Romance', 'Fantasy']",Record of Lodoss War:Chronicles of the Heroic Knight,TV,Apr,Spring,27,24,PG,3255,25344,117,1161,11810,1207,1143
Lodoss-tou Senki,7.4,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen', 'Supernatural']",Record of Lodoss War,OVA,Jun,Summer,13,25,R,2236,51172,487,2674,24276,1835,1566
R.O.D: Read or Die,7.67,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Historical', 'Magic']",R.O.D - Read or Die,OVA,May,Spring,3,33,PG,2075,56984,317,1121,39760,823,597
R.O.D: The TV,7.55,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Drama']",R.O.D -The TV-,TV,Sep,Fall,26,25,PG,1971,61604,423,2391,32941,3095,2575
Ranma ½,7.76,"['Slice of Life', 'Comedy', 'Martial Arts', 'Fantasy', 'Shounen']",Ranma ½,TV,Apr,Spring,161,24,R,767,194975,3665,18777,97406,22563,17404
Project A-Ko,6.86,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",Project A-Ko,Movie,Jun,Summer,1,84,PG,4227,14403,104,303,8473,165,142
Pia Carrot e Youkoso!! 2 DX,6.31,"['Comedy', 'Romance']",Pia Carrot e Youkoso!! 2 DX,OVA,Dec,Winter,6,28,PG,8682,2109,3,93,1224,67,72
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"['Comedy', 'Romance']",Welcome to Pia Carrot! Sayaka's Love Story,Movie,Oct,Fall,1,48,PG,8347,2450,3,70,1498,46,65
Kidou Senkan Nadesico,7.52,"['Action', 'Comedy', 'Mecha', 'Military', 'Parody', 'Romance', 'Sci-Fi', 'Shounen', 'Space']",Martian Successor Nadesico,TV,Oct,Fall,26,23,PG,2424,43756,420,2293,20469,2164,1736
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"['Action', 'Comedy', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space']",Martian Successor Nadesico:The Prince of Darkness,Movie,Aug,Summer,1,79,R,4347,13414,33,243,9758,177,115
Mezzo DSA,6.68,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",Mezzo DSA,TV,Jan,Winter,13,25,R,3924,17246,33,712,9251,774,957
Dragon Ball,8.0,"['Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",Dragon Ball,TV,Feb,Winter,153,24,PG,120,735546,13454,37544,600337,27310,23902
Dragon Ball GT,6.48,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Magic', 'Fantasy', 'Shounen']",Dragon Ball GT,TV,Feb,Winter,64,23,PG,262,472177,1878,9834,408494,7582,21120
Elfen Lied,7.56,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",Elfen Lied,TV,Jul,Summer,13,25,R,49,1187921,23830,36600,885356,27617,40191
FLCL,8.03,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",FLCL,OVA,Apr,Spring,6,25,PG,171,610114,23432,21496,409775,15250,13319
Jigoku Shoujo,7.65,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",Hell Girl,TV,Oct,Fall,26,25,R,490,286869,3283,18697,128781,18487,17659
Ninin ga Shinobuden,6.92,"['Comedy', 'Parody', 'Martial Arts']",Ninja Nonsense,TV,Jul,Summer,12,24,R,2957,30291,142,1164,17164,1498,1967
Air Master,7.02,"['Action', 'Comedy', 'Martial Arts', 'Seinen']",Air Master,TV,Apr,Spring,27,24,R,2829,32762,155,1618,17231,1617,3016
Asagiri no Miko,6.18,"['Action', 'Comedy', 'Supernatural', 'Fantasy', 'Seinen']",Shrine of the Morning Mist,TV,Jul,Summer,26,12,PG,5793,6599,6,308,2727,328,493
Cardcaptor Sakura,8.16,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",Cardcaptor Sakura,TV,Apr,Spring,70,25,PG,405,338021,12901,23012,214053,20936,14348
Daa! Daa! Daa!,7.65,"['Comedy', 'Sci-Fi', 'Shoujo']",Daa! Daa! Daa!,TV,Mar,Spring,78,25,G,3651,20155,262,1368,10846,1830,1509
Dan Doh!!,6.69,"['Adventure', 'Sports', 'Shounen']",Dan Doh!!,TV,Apr,Spring,26,24,G,7451,3514,5,163,1873,168,288
Detective Conan,8.16,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",Case Closed,TV,Jan,Winter,Other,25,PG,580,252940,11827,116021,9,55211,36141
E's Otherwise,6.64,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Shounen', 'Supernatural']",E's Otherwise,TV,Apr,Spring,26,23,PG,4193,14745,29,651,8175,837,1049
Koukyoushihen Eureka Seven,8.09,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",Eureka Seven,TV,Apr,Spring,50,24,PG,351,379048,9241,19890,190807,21434,17462
Rekka no Honoo,7.36,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power']",Flame of Recca,TV,Jul,Summer,42,23,PG,2139,54580,273,2631,29742,2811,2913
Gankutsuou,8.17,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller']",Gankutsuou:The Count of Monte Cristo,TV,Oct,Fall,24,24,R,767,193810,3521,9615,68806,8838,6263
Genshiken,7.66,"['Slice of Life', 'Comedy', 'Parody']",Genshiken,TV,Oct,Fall,12,25,PG,976,150618,1330,5448,78639,4887,4546
Girls Bravo: First Season,6.45,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",Girls Bravo,TV,Jul,Summer,11,23,R,1194,123337,329,4987,82265,4061,7118
Gokusen,7.42,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Josei']",The Gokusen,TV,Jan,Winter,13,23,R,2742,34951,210,1147,22258,1005,1006
Gravitation,7.02,"['Comedy', 'Music', 'Romance', 'Shoujo', 'Shounen Ai']",Gravitation,TV,Oct,Fall,13,22,PG,1391,100585,1322,2643,74479,2326,5043
Agatha Christie no Meitantei Poirot to Marple,6.88,"['Historical', 'Mystery']",Agatha Christie's Great Detectives Poirot and Marple,TV,Jul,Summer,39,25,G,5915,6279,20,398,1983,503,607
Great Teacher Onizuka,8.7,"['Slice of Life', 'Comedy', 'Drama', 'School', 'Shounen']",Great Teacher Onizuka,TV,Jun,Summer,43,25,R,184,589324,20870,44940,334925,32815,18032
Groove Adventure Rave,7.27,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",Rave Master,TV,Oct,Fall,51,24,PG,1600,84354,381,5072,40997,6578,6987
Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,TV,Oct,Fall,26,24,PG,3581,20801,123,1424,8301,1220,1248
Ichigo 100%,6.68,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']",Strawberry 100%,TV,Apr,Spring,12,23,PG,1440,96555,262,3160,63592,2608,4370
InuYasha,7.85,"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",InuYasha,TV,Oct,Fall,167,24,PG,187,588434,17186,58693,317986,54480,47273
Konjiki no Gash Bell!!,7.55,"['Adventure', 'Comedy', 'Demons', 'Supernatural', 'Magic', 'Shounen']",Zatch Bell!,TV,Apr,Spring,150,23,PG,1417,97615,1143,7577,49331,10474,11073
Kyou kara Maou!,7.7,"['Adventure', 'Comedy', 'Demons', 'Fantasy', 'Shoujo']",King From Now On!,TV,Apr,Spring,78,25,PG,1513,91225,1475,8890,37433,9055,8528
Madlax,7.07,"['Military', 'Mystery', 'Psychological', 'Supernatural', 'Drama', 'Magic', 'Shounen']",Madlax,TV,Apr,Spring,26,24,PG,2720,35303,149,1625,14233,1850,1998
Jungle wa Itsumo Hare nochi Guu,7.84,"['Slice of Life', 'Comedy', 'School']",Haré+Guu,TV,Apr,Spring,26,23,PG,2987,29653,397,1349,14766,2043,1893
Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"['Comedy', 'Slice of Life']",Haré+Guu Deluxe,OVA,Aug,Summer,6,26,PG,4696,11181,25,208,8508,223,187
Jungle wa Itsumo Hare nochi Guu Final,7.65,"['Slice of Life', 'Comedy']",Jungle wa Itsumo Hare nochi Guu Final,OVA,Dec,Winter,7,26,PG,5078,9171,14,156,6910,186,131
Hoshi no Koe,7.22,"['Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",Voices of a Distant Star,OVA,Feb,Winter,1,25,PG,1122,130748,551,2158,86683,978,635
Ikkitousen,6.45,"['Ecchi', 'Super Power', 'Martial Arts', 'School']",Ikki Tousen,TV,Jul,Summer,13,24,R,1118,131435,439,5981,78151,4465,8534
Hitsuji no Uta,6.23,"['Horror', 'Drama', 'Vampire']",Hitsuji no Uta,OVA,May,Spring,4,30,R,4165,14923,38,445,7283,379,505
Happy☆Lesson,6.64,"['Comedy', 'Harem', 'Romance', 'School']",Happy☆Lesson,OVA,Jul,Summer,5,30,PG,4844,10264,18,375,6071,316,346
Happy☆Lesson (TV),6.67,"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']",Happy☆Lesson (TV),TV,Apr,Spring,13,23,PG,3355,23699,30,1018,14637,813,1172
Happy☆Lesson: Advance,6.84,"['Comedy', 'Harem', 'Romance', 'Slice of Life']",Happy☆Lesson: Advance,TV,Jul,Summer,13,24,PG,4410,13015,8,439,8507,343,330
Happy☆Lesson: The Final,6.83,"['Comedy', 'Harem', 'Romance', 'School']",Happy☆Lesson: The Final,OVA,May,Spring,3,30,PG,5270,8369,5,195,5757,137,117
Hajime no Ippo,8.75,"['Comedy', 'Sports', 'Drama', 'Shounen']",Fighting Spirit,TV,Oct,Fall,75,23,PG,345,383603,15543,30922,221671,19458,9660
Hajime no Ippo: Champion Road,8.29,"['Comedy', 'Shounen', 'Sports']",Fighting Spirit:Champion Road,Special,Apr,Spring,1,90,PG,1418,97346,220,1565,82189,502,379
Hajime no Ippo: Mashiba vs. Kimura,8.23,"['Comedy', 'Sports', 'Shounen']",Hajime no Ippo: Mashiba vs. Kimura,OVA,Sep,Fall,1,61,PG,1702,78073,155,1004,66274,389,300
Gunparade March: Arata Naru Kougunka,6.8,"['Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']",Gunparade March:A New Song for the March,TV,Feb,Winter,12,23,PG,4264,14072,26,624,7330,445,556
Gungrave,7.87,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",Gungrave,TV,Oct,Fall,26,25,R,963,154185,2294,6307,72321,5672,5466
Golden Boy,8.03,"['Adventure', 'Comedy', 'Ecchi']",Golden Boy,OVA,Oct,Fall,6,29,R,579,251683,3784,8418,176125,4379,3914
Bleach,7.8,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",Bleach,TV,Oct,Fall,366,24,PG,33,1286382,54386,207985,638922,130961,174710
Hellsing,7.5,"['Action', 'Horror', 'Supernatural', 'Vampire', 'Seinen']",Hellsing,TV,Oct,Fall,13,23,R,205,549632,5798,21198,378129,15518,16327
Gad Guard,6.7,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",Gad Guard,TV,Apr,Spring,26,25,PG,4549,11943,22,582,5138,725,901
Noir,7.31,"['Action', 'Mystery', 'Drama']",Noir,TV,Apr,Spring,26,24,PG,1475,94112,823,4002,40796,5187,5465
Mahoutsukai ni Taisetsu na Koto,6.75,"['Slice of Life', 'Drama', 'Magic', 'Shounen']",Someday's Dreamers,TV,Jan,Winter,12,24,PG,3479,22151,38,945,7762,953,1008
Kiddy Grade,7.22,"['Action', 'Sci-Fi', 'Super Power', 'Ecchi', 'Mecha']",Kiddy Grade,TV,Oct,Fall,24,23,R,2531,40312,279,1525,22208,1945,2430
Love♥Love?,5.91,"['Ecchi', 'Comedy', 'Harem', 'Romance']",Love♥Love?,TV,May,Spring,9,15,R,3713,19439,15,705,11763,552,889
Mahoromatic: Automatic Maiden,7.18,"['Comedy', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']",Mahoromatic:Automatic Maiden,TV,Oct,Fall,12,24,R,2174,53422,198,2031,30964,1853,1793
Mahoromatic: Motto Utsukushii Mono,7.17,"['Military', 'Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi']",Mahoromatic ~Something More Beautiful~,TV,Sep,Fall,14,24,R,3042,28695,44,881,20303,767,675
Viewtiful Joe,6.75,"['Action', 'Sci-Fi', 'Comedy', 'Shounen']",Viewtiful Joe,TV,Oct,Fall,51,20,PG,5009,9492,33,390,5169,637,1142
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"['Fantasy', 'Historical', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",Requiem from the Darkness,TV,Oct,Fall,13,24,R,2944,30547,114,1576,9714,1284,1134
Animal Yokochou,6.83,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo']",Animal Lane,TV,Oct,Fall,51,23,G,8571,2213,9,155,547,279,362
Akane Maniax,5.74,"['Comedy', 'Mecha', 'Romance']",Akane Maniax,OVA,Nov,Fall,3,27,PG,3933,17094,13,337,11834,352,652
Angel Heart,7.3,"['Action', 'Mystery', 'Drama', 'Romance', 'Seinen']",Angel Heart,TV,Oct,Fall,50,23,PG,4203,14584,72,976,5102,1084,1173
Akage no Anne,7.7,"['Slice of Life', 'Historical', 'Drama']",Anne of Green Gables,TV,Jan,Winter,50,25,G,3492,22024,506,1154,8181,1042,778
Area 88 (TV),7.03,"['Action', 'Drama', 'Military', 'Romance', 'Shounen']",Area 88 (TV),TV,Jan,Winter,12,25,PG,4622,11646,58,405,5825,486,485
Argento Soma,6.8,"['Action', 'Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",Argento Soma,TV,Oct,Fall,25,25,PG,3511,21754,71,1002,7082,1088,1252
B'T X,7.05,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",B'T X,TV,Apr,Spring,25,22,PG,5003,9512,49,394,5719,411,525
Grappler Baki (TV),7.44,"['Action', 'Sports', 'Martial Arts', 'Shounen']",Grappler Baki (TV),TV,Jan,Winter,24,25,PG,1744,74715,508,4003,50535,2006,2469
Bakuten Shoot Beyblade,6.73,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']",Beyblade,TV,Jan,Winter,51,23,PG,1565,87412,358,1794,74476,1796,4413
Comic Party,6.59,"['Comedy', 'Drama']",Comic Party,TV,Apr,Spring,13,24,PG,3950,16900,31,516,9238,783,1017
Seikai no Monshou,7.69,"['Action', 'Military', 'Sci-Fi', 'Space', 'Romance']",Crest of the Stars,TV,Jan,Winter,13,26,PG,2463,42853,423,1637,20068,1117,948
D.C.S.S: Da Capo Second Season,7.01,"['Comedy', 'Harem', 'Romance', 'Supernatural', 'Drama']",D.C.S.S. ~Da Capo Second Season~,TV,Jul,Summer,26,25,PG,2954,30295,37,879,19784,848,902
Dear Boys,6.85,"['Drama', 'Shounen', 'Sports']",Hoop Days,TV,Apr,Spring,26,24,PG,3745,18906,48,970,11116,935,1442
Di Gi Charat,6.73,"['Comedy', 'Fantasy', 'Sci-Fi']",Di Gi Charat,TV,Nov,Fall,16,4,G,3895,17527,108,541,10719,624,1124
Divergence Eve,5.93,"['Adventure', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Divergence Eve,TV,Jul,Summer,13,24,R,4777,10680,7,466,4668,457,857
Divergence Eve 2: Misaki Chronicles,6.3,"['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Misaki Chronicle:Divergence Eve,TV,Jan,Winter,13,24,PG,5883,6386,10,271,3124,260,309
Dragon Drive,6.73,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'School', 'Shounen']",Dragon Drive,TV,Jul,Summer,38,25,PG,3651,20176,52,1272,10560,1591,1858
Grenadier: Hohoemi no Senshi,6.72,"['Action', 'Ecchi', 'Adventure', 'Comedy', 'Shounen']",Grenadier:The Beautiful Warrior,TV,Oct,Fall,12,25,PG,2269,49526,69,1793,30372,1695,2365
.hack//Tasogare no Udewa Densetsu,6.6,"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Sci-Fi', 'Shounen']",.hack//Legend Of The Twilight,TV,Jan,Winter,12,23,PG,1987,60523,166,1290,43372,1824,2360
.hack//Liminality,6.61,"['Game', 'Mystery', 'Sci-Fi']",.hack//Liminality,OVA,Jun,Summer,4,33,PG,2958,30405,42,642,21632,1063,828
3x3 Eyes,6.77,"['Action', 'Demons', 'Fantasy', 'Horror', 'Romance']",3x3 Eyes,OVA,Jul,Summer,4,30,R,3414,22835,103,675,13962,613,742
Cinderella Boy,6.32,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",Cinderella Boy,TV,Jun,Summer,13,25,PG,6128,5726,6,202,2893,269,397
Mirai Shounen Conan,8.09,"['Adventure', 'Drama', 'Sci-Fi']",Future Boy Conan,TV,Apr,Spring,26,29,PG,2707,35832,450,1576,15262,1183,754
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"['Comedy', 'Magic', 'Supernatural']",Oh! My Goddess:The Adventures of Mini-Goddess,TV,Apr,Spring,48,7,G,3652,20009,37,544,12880,845,1176
Aa! Megami-sama! Movie,7.57,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",Ah! My Goddess:The Movie,Movie,Oct,Fall,1,106,PG,2618,37975,108,526,30233,355,253
Abashiri Ikka,5.39,"['Action', 'Comedy', 'Shounen']",Abashiri Ikka,OVA,May,Spring,4,18,R,7318,3665,11,126,1752,85,137
Abenobashi Mahou☆Shoutengai,7.26,"['Comedy', 'Parody', 'Ecchi', 'Fantasy']",Magical☆Shopping Arcade Abenobashi,TV,Apr,Spring,13,24,R,1782,72414,326,2950,36280,3238,3222
Kerokko Demetan,6.01,"['Kids', 'Fantasy', 'Comedy']",Adventures On Rainbow Pond,TV,Jan,Winter,39,24,PG,10534,965,2,32,534,49,139
Zettai Shounen,6.94,"['Sci-Fi', 'Mystery', 'Drama', 'Fantasy', 'Shounen']",Zettai Shounen,TV,May,Spring,26,25,PG,3946,16887,59,772,3875,823,877
Akahori Gedou Hour Rabuge,6.16,"['Comedy', 'Magic', 'Parody']",Akahori's Heretical Hour Love Game,TV,Jul,Summer,13,24,PG,6564,4838,7,239,1613,218,344
"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"['Comedy', 'Supernatural']",Three Little Ghosts,TV,Apr,Spring,50,25,G,9434,1582,2,43,835,51,158
